id,키워드,url,date,year,content,user,replyCount,"Pesan yang dikirim dengan isyarat lisan/non-lisan dan gerakan tidak selalu menghasilkan hasil yang sesuai dengan yang dimaksudkan oleh pengirim, membawa arti dan wawasan yang sama sekali berbeda terhadap konsep yang dikirim. Oleh karena itu, distorsi terjadi ketika audiens tidak dapat memahami konsep memiliki sudut pandang yang berbeda terhadap kesimpulan itu sendiri. Distorsi tersebut dapat disebabkan oleh usia, jenis kelamin, agama, ras, pandangan politik, etnis, kelas, budaya, dan suasana hati di mana audiens menerima pesan, dan sebagainya.",likeCount,quoteCount,contentLen
634,,https://twitter.com/trasshyme/status/1517883654030376960,12.10 AM · 24 Apr 2022,2022,"China dan korea, tapi yang genre fantasi seperti ORV, Lout of trash family, etc. Biar gak bosan romance terus min.",@trasshyme,0,0,0,0,114
635,,https://twitter.com/kursiseimbang/status/1517703093638811648,12.13 PM · 23 Apr 2022,2022,"Ayo terjemahkan The Court Dancer karya Shin Kyung-sook, Min! Itu buku favoritku dan di bayanganku, pasti indah banget kalau diterjemahkan ke dalam bahasa Indonesia! Oh iya, buku ini dari Korea Selatan <3 ",@kursiseimbang,0,0,0,0,204
636,,https://twitter.com/melmarian/status/1517824528306835456,8.15 PM · 23 Apr 2022,2022,"Dari negara2 tetangga sesama ASEAN aja deh, karena buku dari Asia Timur udah cukup banyak",@melmarian,0,0,2,0,89
637,,https://twitter.com/senogp/status/1517694166800924677,11.37 AM · 23 Apr 2022,2022,Selain Jepang dan Korea.,@senogp,0,0,0,0,24
638,,https://twitter.com/2308kilogram/status/1517780096756887553,5.19 PM · 23 Apr 2022,2022,"Mau yang ini min judulnya ""Hello, Precious Person by Jung Hankyung ""
Udah pernah di baca baekhyun exo",@2308kilogram,0,0,0,0,102
639,,https://twitter.com/emgrslda/status/1517693628809826304,11.35 AM · 23 Apr 2022,2022,"Dari Inggris, Ukraina, Praha, Korea Selatan, dan China. Sebenarnya ada buku yang pengin banget diterjemahkan sama GPU judulnya 소중한 너라서 karya 김지훈 trus John Hands yang judulnya Darkness at Dawn",@emgrslda,0,0,0,0,191
640,,https://twitter.com/saucemekdi/status/1517846878733606912,9.44 PM · 23 Apr 2022,2022,"Buku-buku Asia Tenggara min, kasian Asian Lit yg hype cuma buku buku Jepang/Korea wkwkwkkw yuk bisa yuk",@saucemekdi,0,0,0,0,103
641,,https://twitter.com/dooieyy/status/1517713145367719937,12.53 PM · 23 Apr 2022,2022,Buku buku korea min banyank banget buku korea bagus2 tapi blm di terjemahin,@dooieyy,0,0,0,0,75
642,,https://twitter.com/urpathofsuccess/status/1519261495921897473,7.25 PM · 27 Apr 2022,2022,"Novel The Red Sleeve Cuff by Kang Mi-kang, GPU. Ini Novel diadaptasi dari kisah nyata Raja Jeongjo & Selir Seong Ui-bin. Novel ini booming banget di SoKor & mau ada versi China nya. Berharap banget GPU mau nerbitin versi Indo. #TheRedSleeve",@urpathofsuccess,0,0,1,0,240
643,,https://twitter.com/penerbitkpg/status/1460095820347236353,1.02 PM · 15 Nov 2021,2021,"2. Kerja Selain Kantoran
Novel grafis karya penulis Korea Selatan, Saenggang. Buku ini akan memandumu mencari pekerjaan terbaik selain duduk delapan jam di kantor dan menjadi budak korporat.",@penerbitkpg,1,1,7,1,190
644,,https://twitter.com/arfkmldn/status/1437708390730326017,6.22 PM · 14 Sep 2021,2021,Novel penulis Korea sama Jepang bagus-bagus ternyata ya,@arfkmldn,0,0,0,0,55
645,,https://twitter.com/yujiniaa/status/1463764090711523328,3.58 PM · 25 Nov 2021,2021,"Another Korean history novel you might want to read: ""Year of Impossible Goodbyes"" by Sook Nyul Choi. Nyeritain kehidupan si penulis waktu Jepang menjajah Korea dan usahanya untuk kabur ke Selatan waktu negara Korea terbagi jadi dua.",@yujiniaa,1,0,0,0,233
646,,https://twitter.com/yujiniaa/status/1463760806739210246,3.45 PM · 25 Nov 2021,2021,"Aku tertarik bgt sama sejarah dan budaya Korea, alasan utama yg bikin aku baca memoir ini. This book gives me *a lot* of new perspectives on how history, culture, politics, and war can affect someone's life in so many ways.",@yujiniaa,1,0,0,0,223
647,,https://twitter.com/MuthDee/status/1470453566783438856,3.00 AM · 14 Des 2021,2021,"Kedua kalinya beli buku non fiksi dari penulis Korea, awal dikira novel.. eh! Tahunya buku soal psikologi dasar gitu 😁😅 gpplah.. itung-itung membayar hutang karena udah kelamaan gak baca buku.. hihi",@MuthDee,0,0,0,0,200
648,,https://twitter.com/ssoyung_jung/status/1412760978421211139,10.10 PM · 7 Jul 2021,2021,"Pengen banget baca buku ini karena mau tau aja gimana alur yg berbeda dri penulis"" Korea yg membuat buku ini menarik adalah ceritanya yg lumayan berat dan merasakn menjadi si pelaku dalam novel tersebut, semoga bisa menang ga ini Aminn. 🙏",@ssoyung_jung,0,0,0,0,239
649,,https://twitter.com/sukasambatcih/status/1472506506390093824,6.58 PM · 19 Des 2021,2021,Aku selalu suka baca novel penulis Jepang tapi tidak suka dengan doramanya☺️. Ingin baca novel pnulis Korea tapi sejenis thriller detektif. Ada rekomendasi?,@sukasambatcih,0,0,0,0,156
650,,https://twitter.com/bela_nnn/status/1448914881780932610,4.33 PM · 15 Okt 2021,2021,Kalo kebanyaan yang aku tau penulis Korea unggul pada buku soal self improvement dll dan penulis Jepang unggul dalam novel fantasinya menarik banget dan kadang juga terasa ringan. Entahlah mungkin bisa saja aku salah karena aku masih kurang dalam membaca.,@bela_nnn,0,0,0,0,255
651,,https://twitter.com/starduddz/status/1400744399366082563,6.21 PM · 4 Jun 2021,2021,Sumpah novel novel self improvment yg terjemahan dari penulis korea pada bagus bagus kenapa🥺,@starduddz,0,0,0,0,93
652,,https://twitter.com/fleabagscat/status/1358405336881721344,10.20 PM · 7 Feb 2021,2021,"Skrg mulai sensing knp drakor jarang diangkat dr novel korea, 'cus they are probably weird. In a very stunning way. at least dr 2 penulis paling g*la: bae suah & han kang 😭",@fleabagscat,0,0,0,0,173
653,,https://twitter.com/yettiaka/status/1457868901266509831,9.33 AM · 9 Nov 2021,2021,"Kalau dipikir-pikir, belakangan aku cukup tertarik membaca buku/karya yang ditulis oleh penulis Korea. Terutama novel dan cerita pendek.

Tulisan mereka bagus-bagus. Enak dibaca (ini paling penting!). Sepertinya aku akan banyak belajar dari mereka.",@yettiaka,1,0,1,0,248
654,,https://twitter.com/yettiaka/status/1457867840111869955,9.29 AM · 9 Nov 2021,2021,"Seperti umumnya buku self improvement, buku yang ditulis Jeong Moon Jeong ini dapat membantu seseorang mengenal diri sendiri dan mampu bersikap terhadap orang lain. 

Isinya ringan, enak dibaca, dan bisa banget bikin orang bergumam, ""Eh, ini yang pernah/sedang terjadi denganku.""",@yettiaka,1,8,68,12,279
655,,https://twitter.com/xseordinary/status/1374686433563185158,8.36 PM · 24 Mar 2021,2021,"Coba deh beli novel di Penerbit Haru,, recomend bgt krn itu novel terjemahan yg terkenal(dari penulis Jepang, Korea, China, dll)",@xseordinary,0,0,0,0,128
656,,https://twitter.com/ismanhs/status/1428681926869614595,8.34 PM · 20 Agt 2021,2021,"Industrinya sangat mendukung sih. Itu yang bikin sirik. Light novel pasarnya gede amat.

Beda kasus dengan China atau Korea yang besarnya di pasar webnovel, sampe penulis tuntutannya seberat manga: perlu terbit rutin. Jadinya prioritas lebih ke kuantitas ketimbang kualitas.",@ismanhs,1,0,0,0,276
657,,https://twitter.com/ismanhs/status/1428684238543491072,8.44 PM · 20 Agt 2021,2021,"Yang menarik. Justru kondisi Korea dan China ini yang sekarang bikin cerita mereka beradaptasi dengan lebih cepat. 

Genre isekai China bisa jadi identitas mereka sendiri, masuk ke Wuxia dan Xinxia.",@ismanhs,1,0,0,0,200
658,,https://twitter.com/ismanhs/status/1428684763045322764,8.46 PM · 20 Agt 2021,2021,"Isekai Korea memang masih mirip ama Jepang dari penggunaan trope. Namun, dari sisi tipe dan pengembangan karakter jadinya jauh lebih variatif.",@ismanhs,1,0,0,0,142
659,,https://twitter.com/awwgie/status/1249678784128626690,9.40 PM · 13 Apr 2020,2020,"Bersiap menikmati novel dari penulis Korea yang dikirim 
@kedaiboekoe
. Setelah menggemari K-pop dan K-drama series 😁",@awwgie,0,1,5,1,120
660,,https://twitter.com/niratisaya/status/1278560820247400449,2.27 PM · 2 Jul 2020,2020,"Atau Yawning is Delicious. Tokoh utamanya punya pekerjaan spt Pak Kim, tapi cewek. Cerita lebih ke suspense-thriller-supernatural",@niratisaya,1,2,0,0,129
661,,https://twitter.com/chillychazy/status/1278398208595517441,3.40 AM · 2 Jul 2020,2020,"Udah ada novel sejenis mbak.. dari penulis korea
Siapa tau bisa untuk referensi",@chillychazy,1,1,3,0,80
662,,https://twitter.com/patrocloes/status/1319225838408065025,7.35 PM · 22 Okt 2020,2020,"Yeay! Mari kita coba baca novel penulis dari Korea Selatan. Genre Psychological Thriller dan Crime Mystery. Apakah se-gila penulis Jepang? Let see!

Tapi ntar deng, The Mark of Athena belum selesai. 😶",@patrocloes,1,0,0,0,201
663,,https://twitter.com/candybinm/status/1318013832636239873,11.19 AM · 19 Okt 2020,2020,"""sebuah novel dengan judul yang sama oleh seorang penulis Korea-Amerika. Lee Min Ho terpilih sebagai karakter utama 'Pachinko' Bintang Hallyu dan pawai dalam konten cinta yang  ditetapkan sebagai salah satu tren global""

Anjay ada cinta-cintanya doong",@candybinm,1,1,24,1,253
664,,https://twitter.com/JoeWtmn/status/1246873104774619137,3.51 AM · 6 Apr 2020,2020,Ini 3 buku yang mau ku baca. Ada rekomendasi penulis novel Korea yg diterjemahin ke bahasa inggris gak? 🥺 Ku bosen baca tulisan orang amrik.,@JoeWtmn,0,0,0,0,141
665,,https://twitter.com/oranjemilk/status/1289225525139918848,12.44 AM · 1 Agt 2020,2020,"aku adanya novel korea gitu yang dijadiin manhwa. “Light and Shadow”, tapi dia gak full romance sih. heroine-nya jago berantem hehe. 
kalo smut, ada “Lucia”. 
kalo novel karangan penulis barat aku gapernah baca, soalnya historical romance juga baru coba-coba hehe",@oranjemilk,1,0,2,2,265
666,,https://twitter.com/nugrahadiii/status/1252986621063884801,12.44 AM · 23 Apr 2020,2020,"Judul: Mata Malam
Penulis: Han Kang 
Penerbit: Baca
Tebal: 257 Halaman
ISBN: 978-602-6486-12-7
Kategori: Novel (Terjemahan)

Mengisahkan peristiwa pemberontakan di Gwangju, Korea Selatan tahun 1980. Memfokuskan pada tokoh seorang anak SMP bernama Dong Ho.",@nugrahadiii,1,0,0,0,262
667,,https://twitter.com/nugrahadiii/status/1262635529952038912,3.45 PM · 19 Mei 2020,2020,"Judul: Potongan Tubuh
Penulis: Pyun Hye-young, Park Min-gyu, dkk.
Penerbit: Baca
Tebal: 235 Halaman
ISBN: 978-602-6486-32-5
Kategori: Kumpulan Cerpen (Terjemahan)

Terdiri dari 7 cerita pendek yang ditulis oleh 7 penulis Korea Selatan yang mengisahkan berbagai kondisi masyarakat.",@nugrahadiii,1,0,1,0,287
668,,https://twitter.com/andi_rosita/status/1265543991199698945,4.22 PM · 27 Mei 2020,2020,"1. Pachinko
Penulis : Lee Min Jae
Kisah tentang kehidupan masyarakat Korea di Jepang saat perang. Karakter di novel ini bikin sesak. Perang membuat mereka kehilangan identitas. Mereka di novel ini adalah orang yang berusaha berenang ke permukaan namun tetap kembali ke dasar 😭😭",@andi_rosita,1,0,0,0,281
669,,https://twitter.com/andi_rosita/status/1265546249450766337,4.31 PM · 27 Mei 2020,2020,"Bagian favoritku di Pachinko adalah Bhaek Isak ngelamar Sunja dgn ngajak mengenal Tuhan.
""Kalau kau bisa mencintai Tuhan, semua akan baik saja""

Pasangan favoritku Haruki dan Ayame.

Nasib Noa dan Salomon😭
""Ada sesuatu yg tak dpt diubah meski kita telah berusaha sekeras tenaga.""",@andi_rosita,1,0,0,0,286
670,,https://twitter.com/andi_rosita/status/1265553311194853377,4.59 PM · 27 Mei 2020,2020,"3. Kim Ji Yeong
penulis: Cho Nam Jo

Ini sebenarnya buku yg dibaca ulang. Udah sempat tamat di 2019 dan kuputuskan untuk membaca kembali krn dulu ngerasa bacanya buru-buru.
Alur ceritanya pasti udah pada tahu. But trust me, membaca sastra feelnya ttp beda.",@andi_rosita,1,1,1,0,256
671,,https://twitter.com/andi_rosita/status/1265554823929364481,5.05 PM · 27 Mei 2020,2020,"Salah satu yg gak muncul di film adalah kisah Ibu Ji Yeong, gadis cerdas di sekolah yang harus melepas impian menjadi guru. Putus sekolah dan akhirnya bekerja demi membiayai sekolah kakak dan adik laki-lakinya.
Bagian diskusi ini deep banget dialognya 😭😭",@andi_rosita,1,0,0,0,257
672,,https://twitter.com/andi_rosita/status/1266706619011756032,9.22 PM · 30 Mei 2020,2020,"7. The Things You Can See Only When You Slow Down
Penulis: Haemin Sunim

Beberapa bulan terakhir emang lagi gandrung sama karya-karya penulis Korea Selatan, salah satunya Sunim.
Buku ini simpel, bahasanya gak berat. Isinya nasehat yang rasional. Ilustrasi tiap bab juga keren 💚💚",@andi_rosita,1,0,1,0,284
673,,https://twitter.com/andi_rosita/status/1266708304253685761,9.29 PM · 30 Mei 2020,2020,"Ada nasehatnya begini:
Kerja keras itu penting tapi jangan terpikat oleh perasaan yang muncul ketika kita bekerja keras.",@andi_rosita,1,0,0,0,121
674,,https://twitter.com/fajarkurnianto/status/1334690692422017025,11.47 AM · 4 Des 2020,2020,"The Dog Who Dared to Dream adalah salah satu karya terbaik Hwang Sun-mi, penulis Korea pertama yang dua bukunya berturut-turut terjual lebih dari satu juta eksemplar ",@fajarkurnianto,0,0,0,0,166
675,,https://twitter.com/americroissant/status/1225102733889261568,2.03 AM · 6 Feb 2020,2020,"Ada yang tau olshop yg jual buku/novel penulis korea ga? Tapi yang ga terjemahan.. Tolong infonya ya, terimakasih",@americroissant,0,0,0,0,113
676,,https://twitter.com/sunggyuphile/status/1221470571436724230,1.30 AM · 27 Jan 2020,2020,"Novel-novel di korea keren keren bgt kali ya, penulis naskah drama aja ceritanya bagus bagus bgt😭",@sunggyuphile,1,0,0,0,98
677,,https://twitter.com/ritaa_NDay/status/1289750822717333504,11.32 AM · 2 Agt 2020,2020,"Lanjoot ke style menulis You-Jeong.... Karena ini novel pertama yang kubaca ga bisa ngomong banyak. Dalam novel ini, penulis menggambarkan kondisi dengan sangat detail. Ditambah ada beberapa budaya Korea yang ditanamkan pada beberapa bagian. Membuat tertarik pembaca dari luar.",@ritaa_NDay,1,0,0,0,277
678,,https://twitter.com/ritaa_NDay/status/1289739663712718850,10.47 AM · 2 Agt 2020,2020,"[The Good Son (Anak Teladan)]

Penulis: Jeong You-Jeong
Penerbit: GPU
Alih bahasa: Iingliana
Tahun Terbit: 2019
Sampul: Martin Dima
Tebal: 408 halaman 20 cm
Genre: Psycological thriller 
(17+ gore)

Pernah jadi #1internationalbestseller",@ritaa_NDay,1,3,1,0,247
679,,https://twitter.com/ritaa_NDay/status/1289741973159415809,10.57 AM · 2 Agt 2020,2020,"Tujuan utamaku baca buku ini adalah : 
Pengen baca novel yang agak berat dan ngeri. 

Sebelumnya udah pernah pinjam buku ini si Ipusnas tapi nyerah baca di halaman pertama 😅 soalnya bahasanya berat dan: 🤢. 

Btw tujuan utamaku tercapai. Ada banyak pengetahuan baru_",@ritaa_NDay,1,0,0,0,272
680,,https://twitter.com/ritaa_NDay/status/1289741981019594754,10.57 AM · 2 Agt 2020,2020,"dan teknik penulisan yang kupelajari dari novel keren ini. 

(BLURB SINGKAT)

Novel The Good Son ini menceritakan tentang Yu-Jin yang terbangun karena bau darah. Lalu menemukan dirinya berlumuran darah, san menyadari pemiliknya setelah menemukan ibunya tergeletak di dapur",@ritaa_NDay,1,0,0,0,276
681,,https://twitter.com/ritaa_NDay/status/1289741984714825728,10.57 AM · 2 Agt 2020,2020,"Sebagai penderita epilepsi, ingatan Yujin sering bermasalah dan tidak mengingat yang terjadi.  Dia pun berusaha menguak apa yang sebenarnya terjadi.",@ritaa_NDay,1,0,0,0,148
682,,https://twitter.com/ritaa_NDay/status/1289748402352226304,11.22 AM · 2 Agt 2020,2020,"Tokoh yang be peran penting dalam novel ini tidak lebih dari Lima orang. Menggunakan sudut pandang orang pertama pelaku utama. Nah sudut pandang ini yang menurutku menarik dan unik dalam cerita.

Plot utama cerita ini adalah setelah Yu-Jin bangun",@ritaa_NDay,1,0,0,0,248
683,,https://twitter.com/ritaa_NDay/status/1289748405028233216,11.22 AM · 2 Agt 2020,2020,"Lalu menyadari dirinya berdarah-darah. Kemudian apa yang dilakukan selanjutnya? Di samping ia juga mencari sebab yang masuk akal mengapa ibunya bisa tergeletak bersimbah darah.

Pengungkapan-pengungkapan dalam cerita berjalan seperti petunjuk--> sebuah ingatan",@ritaa_NDay,1,0,0,0,262
684,,https://twitter.com/ritaa_NDay/status/1289748407620263941,11.22 AM · 2 Agt 2020,2020,"Ingatan-->petunjuk
Diselingi kenyataan sebenarnya.

Mungkin lebih jelasnya di bawah (bagian yang mengandung spoiler nanti kukasih tanda ⚠️⚠️)

Setting lokasi di sini adalah sebuah kota yang baru dibangun, lokasinya di tepi pantai Korsel.",@ritaa_NDay,1,0,0,0,242
685,,https://twitter.com/ritaa_NDay/status/1289748410396889088,11.22 AM · 2 Agt 2020,2020,"Kalau nggak salah musim gugur menjelang musim salju. Cuaca yang digambarkan sangat membawa suasana 'ngeri' misal gerimis, mendung, dan gelap berkabut.

Seperti yang di sampul. Kabutnya bahkan kasih nyisa di kepalaku 😭.",@ritaa_NDay,1,0,0,0,221
686,,https://twitter.com/ritaa_NDay/status/1289748413039300609,11.22 AM · 2 Agt 2020,2020,"Setting 'ngeri' yang dibangun oleh penulis sangat berhasil ditambah actionnya serem 😭. 

Tema besar novel ini tidak jauh-jauh dari pandangan psikologis seseorang. Intinya bahwa dalam diri semua manusia ada sifat jahat dan baik. Novel ini berfokus pada ""sifat jahat""",@ritaa_NDay,1,0,0,0,268
687,,https://twitter.com/ritaa_NDay/status/1289750825393197058,11.32 AM · 2 Agt 2020,2020,"Oya tambahan, banyak orang stag di bab-bab pertama karena alurnya lamban dan membosankan. Terus jadi intens setelah masuk ke bab 3. 

Tapi menurutku malah setelah masuk ke bab 3 jadi pengen cepat-cepat menyelesaikan cerita... Karena udah gimana yaaa... mual(?) Takut (?) Ngeri(?)",@ritaa_NDay,1,0,0,0,281
688,,https://twitter.com/ritaa_NDay/status/1289751671686361088,11.35 AM · 2 Agt 2020,2020,"Oke balik lagi ke Judul. Sampai di sini aku belum bisa menyimpulkan korelasi judul dengan cerita. 😭.

Aku habisin novel 400an halaman ini dalam dua hari. Dan tahukah Anda rasanya ngos-ngosan. Capek banget 🤣.

Buat menetralisir rasa serem dan ngeri aku baca novel ringan 😌",@ritaa_NDay,1,0,0,0,278
689,,https://twitter.com/ritaa_NDay/status/1289757646430408704,11.59 AM · 2 Agt 2020,2020,"Yalord astaga lupa sama pertanyaan penting ini: 

Recomended ga?

Ya! Buat yang suka psychological thriller wajib baca 👀

Tapi buat yang baru dengan genre itu ada peringatan ada adegan"" 'gore'. Kengerian yang intens yang buat seolah-olah nggak bisa menghela napas.",@ritaa_NDay,1,1,0,0,271
690,,https://twitter.com/fadedhue/status/1259516580410449920,1.12 AM · 11 Mei 2020,2020,"Kim Jiyeong Lahir Tahun 1982 merupakan novel fiksi karangan Cho Namjoo, seorang mantan penulis naskah program televisi Korea Selatan. Terbit pada Oktober 2016 dan hanya satu tahun setelahnya, buku ini terjual sebanyak satu juta kopi.",@fadedhue,1,0,2,1,233
691,,https://twitter.com/fadedhue/status/1259516583338106880,1.12 AM · 11 Mei 2020,2020,"Menjadikan buku ini buku terlaris internasional yang berbahasa Korea, mengalahkan rekor buku Please Look After Mom oleh Shin Kyungsook yang diterbitkan pada 2009.",@fadedhue,1,0,1,0,162
692,,https://twitter.com/fadedhue/status/1259516586374778880,1.12 AM · 11 Mei 2020,2020,"Kim Jiyeong, lahir pada 1982, adalah anak kedua dari tiga bersaudara. Diapit seorang kakak perempuan dan satu adik laki-laki. Sedari kecil hingga dewasa, bahkan ketika sudah menikah dan memiliki anak, Kim Jiyeong kerap menyaksikan banyak ketidakadilan terhadap kaum perempuan,",@fadedhue,1,0,1,1,276
693,,https://twitter.com/fadedhue/status/1259516589134643202,1.12 AM · 11 Mei 2020,2020,"bagaimana perempuan diperlakukan tidak sama dengan lelaki, bagaimana selorohan iseng sok tahu tetap dilontarkan, bagaimana tanggapan sosial dari masyarakat soal makhluk yang dikelompokkan sebagai “perempuan”. Berusaha bertahan dalam masyarakat yang menjunjung patriarki,",@fadedhue,1,0,1,0,270
694,,https://twitter.com/fadedhue/status/1259516591705714691,1.12 AM · 11 Mei 2020,2020,Kim Jiyeong tak menyadari bahwa ia perlahan-lahan berubah menjadi orang lain. Bahwa kesehatan mentalnya tengah digerogoti.,@fadedhue,1,0,1,0,122
695,,https://twitter.com/fadedhue/status/1259516594213908480,1.12 AM · 11 Mei 2020,2020,"Meskipun dengan alur yang maju mundur, novel ini dengan sangat baik menggambarkan praktek misogini dalam masyarakat kita, tak hanya di Korea Selatan, melainkan juga di Indonesia serta seluruh dunia.",@fadedhue,1,0,1,0,198
696,,https://twitter.com/fadedhue/status/1259516596776660992,1.12 AM · 11 Mei 2020,2020,"Tentang perempuan yang dirampas kebebasannya. Tentang perempuan yang ditindas hak-nya. Hak untuk bersuara, hak untuk mengambil keputusan, hak untuk menjalankan hidupnya sendiri sebagai manusia.",@fadedhue,1,0,1,0,193
697,,https://twitter.com/fadedhue/status/1259516599519735808,1.12 AM · 11 Mei 2020,2020,"Disertai dengan hasil riset yang disisipkan di beberapa halaman, semakin menunjukkan bahwa ketidaksetaraan gender bukan lagi opini kaum perempuan, melainkan sebuah fakta yang dianggap “normal” oleh masyarakat.",@fadedhue,1,0,1,0,209
698,,https://twitter.com/fadedhue/status/1259516602254422018,1.12 AM · 11 Mei 2020,2020,Novel ini juga menggambarkan bahwa depresi itu nyata. Bahwa sakit pada mental dan psikis seseorang itu bukan “kerasukan setan” yang bisa diobati dengan pergi ke dukun (seperti yang banyak berkembang di masyarakat),@fadedhue,1,0,2,0,213
699,,https://twitter.com/fadedhue/status/1259516604808744964,1.12 AM · 11 Mei 2020,2020,tetapi merupakan penyakit yang perlu disembuhkan secara profesional oleh tenaga kesehatan.,@fadedhue,1,0,1,0,90
700,,https://twitter.com/fadedhue/status/1259516607413415937,1.12 AM · 11 Mei 2020,2020,"Sangat layak dibaca, adalah rekomendasi yang bisa saya berikan. Saya secara pribadi berharap, semoga Kim Jiyeong-Kim Jiyeong lain semakin berkurang, dan agar perempuan tak lagi takut bersuara. Karena kalian, perempuan, layak, dan pantas.",@fadedhue,1,0,1,0,237
701,,https://twitter.com/dhavalvalda/status/1300255265506328577,11.13 AM · 31 Agt 2020,2020,"Jepang ama Korea doang. Wkwkwk
W seneng buku2 penulis Jepun kl novel mah. Haha",@dhavalvalda,0,0,0,0,79
702,,https://twitter.com/namintan/status/1271082990672592896,11.12 PM · 11 Jun 2020,2020,Buku yg istimewa menurutku. Dari salah satu penulis Korea Selatan. Selama ini Korsel lebih terkenal dengan  k-drama dan k-pop nya kan. Tapi dari novel ini aku jadi tau kalo Korsel juga bisa dinikmati dari dunia sastranya.,@namintan,1,0,1,0,221
703,,https://twitter.com/namintan/status/1271081066858594306,11.05 PM · 11 Jun 2020,2020,"Vegetarian - Han Kang
Udah agak lama sih aku bacanya. Tapi membekas banget. Judulnya emang vegetarian tapi gak fokus tentang vegetarian itu sendiri. Tapi berkisah tentang seorang istri yg berkali-kali dapat mimpi buruk yg sama hingga merubah cara pandang dia tentang hidup",@namintan,1,0,0,0,273
704,,https://twitter.com/namintan/status/1271082113362571264,11.09 PM · 11 Jun 2020,2020,Dan pada akhirnya membuat dia perlahan kehilangan kepribadiannya sendiri. Diceraikan oleh suami. Dan seolah dibuang oleh keluarganya sendiri. Sampai harus menjadi penghuni salah satu rumah sakit jiwa.,@namintan,1,0,0,0,200
705,,https://twitter.com/namintan/status/1271083638981976066,11.15 PM · 11 Jun 2020,2020,"Setelah itu pun aku jadi pengen baca bukunya Han Kang yg lain. Judulnya Mata Malam. Dan itu gak kalah bagusnya. Kisahnya lebih ke sejarah Korea Selatan. Tentang demonstrasi dan genosida di Gwangju. Kalo pernah nonton film Taxi Driver, yaa seperti itu kurang lebih ceritanya",@namintan,1,0,0,0,273
706,,https://twitter.com/JanuCPertiwi/status/1150719182540926977,7.50 PM · 15 Jul 2019,2019,"Cuma pernah baca 1 novel dari penulis Korea, waktu itu dapet di BBW sih mungkin ada di gramed. Thriller-nya dapet banget sih ini 👍🏼",@JanuCPertiwi,0,0,1,0,133
707,,https://twitter.com/zarryhendrik/status/1150706098006925312,6.58 PM · 15 Jul 2019,2019,Btw aku penasaran sama penulis korea deh. Adakah penulis novel korea yang bukunya bisa kutemukan di Gramed?,@zarryhendrik,12,2,49,1,107
708,,https://twitter.com/RahmaPil/status/1150707190799319040,7.02 PM · 15 Jul 2019,2019,"Han Kang, Bangjep?",@RahmaPil,0,0,0,0,18
709,,https://twitter.com/haifeby/status/1150707824957128704,7.04 PM · 15 Jul 2019,2019,"Karya-karyanya Han Kang, sama Kyung Sook Shin - Please Look After Mom",@haifeby,0,0,2,1,69
710,,https://twitter.com/Chiaamoon_/status/1150706932723769344,7.01 PM · 15 Jul 2019,2019,Biasanya penulis novel novel korea kebanyakan novel fanfiction sih bang yang ku tau 😂,@Chiaamoon_,0,0,0,0,86
711,,https://twitter.com/Esti_B_/status/1151368452394778624,2.50 PM · 17 Jul 2019,2019,"1. Vegetarian - Han Kang (menang Man Booker International Prize)
2. Reply 1997 - Lee Woo Jung & Park Yi Jung (adaptasi serial drama dgn judul sama)",@Esti_B_,0,0,0,0,148
712,,https://twitter.com/Ijhalol/status/1150712164975435776,7.22 PM · 15 Jul 2019,2019,Han Kang baaang!,@Ijhalol,0,0,0,0,16
713,,https://twitter.com/sayaquavi/status/1209703260258369536,2.11 PM · 25 Des 2019,2019,"Saya baru saja membaca Vegetarian dari penulis Korea bernama Han Kang. Novel sastra ini menyabet penghargaan Man Booker's prize (penghargaan untuk buku fiksi berbahasa Inggris) di tahun 2016. Di tahun yang sama sastrawan Indonesia, Mas Eka Kurniawan juga dinominasikan.",@sayaquavi,2,2,2,0,269
714,,https://twitter.com/sayaquavi/status/1209703405645520896,2.12 PM · 25 Des 2019,2019,"Saya sudah lama mengetahui buku ini, bahkan sebelum buku ini diterjemahkan dalam bahasa Inggris (2015) maupun bahasa Indonesia (2017). Tepatnya di tahun 2011.",@sayaquavi,1,0,0,0,158
715,,https://twitter.com/sayaquavi/status/1209703510578565122,2.12 PM · 25 Des 2019,2019,"Saat itu saya sedang mencari tahu bagaimana caranya menerbitkan buku Korea ke Indonesia untuk 
@penerbitharu",@sayaquavi,1,0,0,0,108
716,,https://twitter.com/sayaquavi/status/1209703527326478336,2.12 PM · 25 Des 2019,2019,"Pengetahuan saya tentang penerbitkan buku luar negeri masih nihil. Dari banyak penerbit Korea yang saya hubungi, pemegang lisensi buku ini adalah salah satu yang menanggapi surel saya.",@sayaquavi,2,0,0,0,184
717,,https://twitter.com/sayaquavi/status/1209706730814205952,2.25 PM · 25 Des 2019,2019,"Saya membaca informasi buku ini yang mereka kirimkan. Meski merasa temanya bukanlah bulu yang saya cari, saya tetap ingin mereview buku ini. Apalagi, mereka sudah menyediakan terjemahan dalam bahasa Inggris meski hanya beberapa bab saja.",@sayaquavi,1,0,0,0,237
718,,https://twitter.com/sayaquavi/status/1209706825399947265,2.25 PM · 25 Des 2019,2019,"Novel Vegetarian bergenre misteri, dengan banyak membahas isu sosial: lifestyle, meat eating, sex, care-taking, violence dan family. Semuanya dibahas dengan padat.",@sayaquavi,1,0,0,0,163
